SnapGadgetID,Type,DealID,MerchantName,DealCategories,SnapGadgetDealCategories,DealType,MerchantType,NationalDeal,DivisionID,DivisionLat,DivisionLong,LargeImageURL,SmallImageURL,Status,DealURL,DealHeader,DealHighlights,DealStart,DealUpdated,DealEnd,DealTipped,DealTippedAt,MerchantName,RedemptionNeighborhood,RedemptionCountry,RedemptionStreetAddress1,RedemptionStreetAddress2,RedemptionCity,RedemptionState,RedemptionZipCode,RedemptionLat,RedemptionLong,RedemptionPhoneNumber,NumberSold,ValueCurrency,ValueAmount,PriceCurrency,PriceAmount,DiscountCurrency,DiscountAmount,DiscountPercent,YelpID,YelpReviewsCount,YelpRating,WOEID
,groupon,,denver-ski-bus,,26,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_medium.jpg,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_square.jpg,open,http://www.groupon.com/deals/denver-ski-bus,51% Off Ski Resort Bus Transportation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-24T06:00:37Z,denver-ski-bus,Downtown Denver,US,Auriaria Campus Elm Parking Lot.,One the corner of Walnut St and 5th St,Denver,Colorado,80204,39.7424634,-105.0105545,,0,USD,$89.00,USD,$44.00,USD,$45.00,51,,,,
,groupon,,denver-ski-bus,,26,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_medium.jpg,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_square.jpg,open,http://www.groupon.com/deals/denver-ski-bus,51% Off Ski Resort Bus Transportation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-24T06:00:37Z,denver-ski-bus,Downtown Denver,US,Auriaria Campus Elm Parking Lot.,One the corner of Walnut St and 5th St,Denver,Colorado,80204,39.7424634,-105.0105545,,0,USD,$89.00,USD,$44.00,USD,$45.00,51,,,,
,groupon,,denver-ski-bus,,26,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_medium.jpg,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_square.jpg,open,http://www.groupon.com/deals/denver-ski-bus,51% Off Ski Resort Bus Transportation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-24T06:00:37Z,denver-ski-bus,Downtown Denver,US,Auriaria Campus Elm Parking Lot.,One the corner of Walnut St and 5th St,Denver,Colorado,80204,39.7424634,-105.0105545,,0,USD,$89.00,USD,$44.00,USD,$45.00,51,,,,
,groupon,,denver-ski-bus,,26,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_medium.jpg,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_square.jpg,open,http://www.groupon.com/deals/denver-ski-bus,51% Off Ski Resort Bus Transportation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-24T06:00:37Z,denver-ski-bus,Downtown Denver,US,Auriaria Campus Elm Parking Lot.,One the corner of Walnut St and 5th St,Denver,Colorado,80204,39.7424634,-105.0105545,,0,USD,$89.00,USD,$44.00,USD,$45.00,51,,,,
,groupon,,denver-ski-bus,,26,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_medium.jpg,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_square.jpg,open,http://www.groupon.com/deals/denver-ski-bus,51% Off Ski Resort Bus Transportation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-24T06:00:37Z,denver-ski-bus,Downtown Denver,US,Auriaria Campus Elm Parking Lot.,One the corner of Walnut St and 5th St,Denver,Colorado,80204,39.7424634,-105.0105545,,0,USD,$89.00,USD,$44.00,USD,$45.00,51,,,,
,groupon,,denver-ski-bus,,26,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_medium.jpg,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_square.jpg,open,http://www.groupon.com/deals/denver-ski-bus,51% Off Ski Resort Bus Transportation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-24T06:00:37Z,denver-ski-bus,Downtown Denver,US,Auriaria Campus Elm Parking Lot.,One the corner of Walnut St and 5th St,Denver,Colorado,80204,39.7424634,-105.0105545,,0,USD,$89.00,USD,$44.00,USD,$45.00,51,,,,
,groupon,,denver-ski-bus,,26,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_medium.jpg,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_square.jpg,open,http://www.groupon.com/deals/denver-ski-bus,51% Off Ski Resort Bus Transportation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-24T06:00:37Z,denver-ski-bus,Downtown Denver,US,Auriaria Campus Elm Parking Lot.,One the corner of Walnut St and 5th St,Denver,Colorado,80204,39.7424634,-105.0105545,,0,USD,$89.00,USD,$44.00,USD,$45.00,51,,,,
,groupon,,denver-ski-bus,,26,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_medium.jpg,https://s3.grouponcdn.com/images/site_images/2674/3908/RackMultipart20121022-9301-jcf3xr_square.jpg,open,http://www.groupon.com/deals/denver-ski-bus,51% Off Ski Resort Bus Transportation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-24T06:00:37Z,denver-ski-bus,Downtown Denver,US,Auriaria Campus Elm Parking Lot.,One the corner of Walnut St and 5th St,Denver,Colorado,80204,39.7424634,-105.0105545,,0,USD,$89.00,USD,$44.00,USD,$45.00,51,,,,
,groupon,,see-eyewear-denver-7,"Shopping, eyewear",56,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2655/9871/RackMultipart20121017-12695-1n0yws3_medium.jpg,https://s3.grouponcdn.com/images/site_images/2655/9871/RackMultipart20121017-12695-1n0yws3_square.jpg,open,http://www.groupon.com/deals/see-eyewear-denver-7,$49 for $200 Toward Prescription Eyewear,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-23T16:35:36Z,see-eyewear-denver-7,Cherry Creek,US,2800 E 2nd Ave.,,Cherry Creek,Colorado,80206,39.7194036,-104.954612,303-200-1095,10+,USD,$200.00,USD,$49.00,USD,$151.00,76,,,,
,groupon,,g1g-matemwe-lodge-denver,"Travel,Resorts, Europe, Asia, Africa, and Oceania",65,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2648/2096/Asilia-Africa_Matemwe-Lodge_01_wide_medium.jpg,https://s3.grouponcdn.com/images/site_images/2648/2096/Asilia-Africa_Matemwe-Lodge_01_wide_square.jpg,open,http://www.groupon.com/deals/g1g-matemwe-lodge-denver,"Up to 48% Off Stays at Matemwe Lodge in Zanzibar, East Africa",,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-20T06:00:39Z,g1g-matemwe-lodge-denver,"Zanzibar, East Africa",Tanzania,Zanzibar North,,"Matemwe, Zanziba",,0,-5.879169894,39.3484085798,,0,USD,"$1,915.00",USD,$999.00,USD,$916.00,48,,,,
,groupon,,g1g-matemwe-lodge-denver,"Travel,Resorts, Europe, Asia, Africa, and Oceania",65,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2648/2096/Asilia-Africa_Matemwe-Lodge_01_wide_medium.jpg,https://s3.grouponcdn.com/images/site_images/2648/2096/Asilia-Africa_Matemwe-Lodge_01_wide_square.jpg,open,http://www.groupon.com/deals/g1g-matemwe-lodge-denver,"Up to 48% Off Stays at Matemwe Lodge in Zanzibar, East Africa",,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-20T06:00:39Z,g1g-matemwe-lodge-denver,"Zanzibar, East Africa",Tanzania,Zanzibar North,,"Matemwe, Zanziba",,0,-5.879169894,39.3484085798,,0,USD,"$2,589.00",USD,"$1,399.00",USD,"$1,190.00",46,,,,
,groupon,,g1g-to-great-value-vacations-sorrento-denver,"Travel,Travel Agents, Europe, Asia, Africa, and Oceania",67,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_medium.jpg,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_square.jpg,open,http://www.groupon.com/deals/g1g-to-great-value-vacations-sorrento-denver,Up to 32% Off Tour of Sorrento and Rome with Airfare from Great Value Vacation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-21T06:15:47Z,g1g-to-great-value-vacations-sorrento-denver,Multiple Locations,Italy,"Corso Italia, 254,",Sorrento Napol,Sorrento,,0,40.627252,14.3840949,,0,USD,"$2,799.00",USD,"$1,899.00",USD,$900.00,32,,,,
,groupon,,g1g-to-great-value-vacations-sorrento-denver,"Travel,Travel Agents, Europe, Asia, Africa, and Oceania",67,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_medium.jpg,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_square.jpg,open,http://www.groupon.com/deals/g1g-to-great-value-vacations-sorrento-denver,Up to 32% Off Tour of Sorrento and Rome with Airfare from Great Value Vacation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-21T06:15:47Z,g1g-to-great-value-vacations-sorrento-denver,Multiple Locations,Italy,Via degli Aldobrandeschi,,Rome,,0,41.8797204,12.3997642,,0,USD,"$2,799.00",USD,"$1,899.00",USD,$900.00,32,,,,
,groupon,,g1g-to-great-value-vacations-sorrento-denver,"Travel,Travel Agents, Europe, Asia, Africa, and Oceania",67,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_medium.jpg,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_square.jpg,open,http://www.groupon.com/deals/g1g-to-great-value-vacations-sorrento-denver,Up to 32% Off Tour of Sorrento and Rome with Airfare from Great Value Vacation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-21T06:15:47Z,g1g-to-great-value-vacations-sorrento-denver,Multiple Locations,Italy,"Corso Italia, 254,",Sorrento Napol,Sorrento,,0,40.627252,14.3840949,,0,USD,"$2,799.00",USD,"$1,899.00",USD,$900.00,32,,,,
,groupon,,g1g-to-great-value-vacations-sorrento-denver,"Travel,Travel Agents, Europe, Asia, Africa, and Oceania",67,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_medium.jpg,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_square.jpg,open,http://www.groupon.com/deals/g1g-to-great-value-vacations-sorrento-denver,Up to 32% Off Tour of Sorrento and Rome with Airfare from Great Value Vacation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-21T06:15:47Z,g1g-to-great-value-vacations-sorrento-denver,Multiple Locations,Italy,Via degli Aldobrandeschi,,Rome,,0,41.8797204,12.3997642,,0,USD,"$2,799.00",USD,"$1,899.00",USD,$900.00,32,,,,
,groupon,,g1g-to-great-value-vacations-sorrento-denver,"Travel,Travel Agents, Europe, Asia, Africa, and Oceania",67,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_medium.jpg,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_square.jpg,open,http://www.groupon.com/deals/g1g-to-great-value-vacations-sorrento-denver,Up to 32% Off Tour of Sorrento and Rome with Airfare from Great Value Vacation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-21T06:15:47Z,g1g-to-great-value-vacations-sorrento-denver,Multiple Locations,Italy,"Corso Italia, 254,",Sorrento Napol,Sorrento,,0,40.627252,14.3840949,,0,USD,"$2,999.00",USD,"$2,099.00",USD,$900.00,30,,,,
,groupon,,g1g-to-great-value-vacations-sorrento-denver,"Travel,Travel Agents, Europe, Asia, Africa, and Oceania",67,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_medium.jpg,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_square.jpg,open,http://www.groupon.com/deals/g1g-to-great-value-vacations-sorrento-denver,Up to 32% Off Tour of Sorrento and Rome with Airfare from Great Value Vacation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-21T06:15:47Z,g1g-to-great-value-vacations-sorrento-denver,Multiple Locations,Italy,Via degli Aldobrandeschi,,Rome,,0,41.8797204,12.3997642,,0,USD,"$2,999.00",USD,"$2,099.00",USD,$900.00,30,,,,
,groupon,,g1g-to-great-value-vacations-sorrento-denver,"Travel,Travel Agents, Europe, Asia, Africa, and Oceania",67,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_medium.jpg,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_square.jpg,open,http://www.groupon.com/deals/g1g-to-great-value-vacations-sorrento-denver,Up to 32% Off Tour of Sorrento and Rome with Airfare from Great Value Vacation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-21T06:15:47Z,g1g-to-great-value-vacations-sorrento-denver,Multiple Locations,Italy,"Corso Italia, 254,",Sorrento Napol,Sorrento,,0,40.627252,14.3840949,,0,USD,"$2,999.00",USD,"$2,099.00",USD,$900.00,30,,,,
,groupon,,g1g-to-great-value-vacations-sorrento-denver,"Travel,Travel Agents, Europe, Asia, Africa, and Oceania",67,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_medium.jpg,https://s3.grouponcdn.com/images/site_images/2657/1605/lobal-Consolidated-Services-Inc_Sorrento_square.jpg,open,http://www.groupon.com/deals/g1g-to-great-value-vacations-sorrento-denver,Up to 32% Off Tour of Sorrento and Rome with Airfare from Great Value Vacation,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-21T06:15:47Z,g1g-to-great-value-vacations-sorrento-denver,Multiple Locations,Italy,Via degli Aldobrandeschi,,Rome,,0,41.8797204,12.3997642,,0,USD,"$2,999.00",USD,"$2,099.00",USD,$900.00,30,,,,
,groupon,,wasabi-sushi-bar-centennial,,23,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2679/7895/RackMultipart20121023-12660-zn9m67_medium.jpg,https://s3.grouponcdn.com/images/site_images/2679/7895/RackMultipart20121023-12660-zn9m67_square.jpg,open,http://www.groupon.com/deals/wasabi-sushi-bar-centennial,Half Off Japanese Food at Wasabi Sushi Bar,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-22T11:03:25Z,wasabi-sushi-bar-centennial,Centennial,US,12073 E. Arapahoe Rd. #140,,Centennial,Colorado,80122,39.595103,-104.848786,303-708-0888,610+,USD,$20.00,USD,$10.00,USD,$10.00,50,,,,
,groupon,,beau-image-salon-3,"Beauty and Spas, Hair Salon, Nail Salon",39,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2656/6831/RackMultipart20121018-12695-1cf133u_medium.jpg,https://s3.grouponcdn.com/images/site_images/2656/6831/RackMultipart20121018-12695-1cf133u_square.jpg,open,http://www.groupon.com/deals/beau-image-salon-3,Half Off Da Vinci Teeth-Whitening Treatment,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-22T18:55:15Z,beau-image-salon-3,Longmont,US,1067 S Hover Rd.,Suite B,Longmont,Colorado,80501,40.147979,-105.130877,720-494-9100,4,USD,$199.00,USD,$99.00,USD,$100.00,50,,,,
,groupon,,flaunt-salon-denver-1,"Beauty and Spas, Hair Salon",39,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2652/7266/RackMultipart20121017-9146-1rsb6ll_medium.jpg,https://s3.grouponcdn.com/images/site_images/2652/7266/RackMultipart20121017-9146-1rsb6ll_square.jpg,open,http://www.groupon.com/deals/flaunt-salon-denver-1,Half Off Airbrush Tanning at Flaunt Salon,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-22T14:19:23Z,flaunt-salon-denver-1,Five Points,US,2219 Larimer Street,,Denver,Colorado,80205,39.755052,-104.989878,303-297-2219,20+,USD,$30.00,USD,$15.00,USD,$15.00,50,,,,
,groupon,,flaunt-salon-denver-1,"Beauty and Spas, Hair Salon",39,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2652/7266/RackMultipart20121017-9146-1rsb6ll_medium.jpg,https://s3.grouponcdn.com/images/site_images/2652/7266/RackMultipart20121017-9146-1rsb6ll_square.jpg,open,http://www.groupon.com/deals/flaunt-salon-denver-1,Half Off Airbrush Tanning at Flaunt Salon,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-22T14:19:23Z,flaunt-salon-denver-1,Five Points,US,2219 Larimer Street,,Denver,Colorado,80205,39.755052,-104.989878,303-297-2219,20+,USD,$90.00,USD,$45.00,USD,$45.00,50,,,,
,groupon,,littleton-hair-company-2,"Beauty and Spas, Hair Salon",39,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2656/6536/RackMultipart20121018-6147-pko8rm_medium.jpg,https://s3.grouponcdn.com/images/site_images/2656/6536/RackMultipart20121018-6147-pko8rm_square.jpg,open,http://www.groupon.com/deals/littleton-hair-company-2,Half Off at Littleton Hair Company,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-23T06:00:44Z,littleton-hair-company-2,Historic Downtown Littleton,US,2565 W MAIN ST,,LITTLETON,Colorado,80120,39.613692,-105.018055,,140+,USD,$50.00,USD,$25.00,USD,$25.00,50,,,,
,groupon,,littleton-hair-company-2,"Beauty and Spas, Hair Salon",39,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2656/6536/RackMultipart20121018-6147-pko8rm_medium.jpg,https://s3.grouponcdn.com/images/site_images/2656/6536/RackMultipart20121018-6147-pko8rm_square.jpg,open,http://www.groupon.com/deals/littleton-hair-company-2,Half Off at Littleton Hair Company,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-23T06:00:44Z,littleton-hair-company-2,Historic Downtown Littleton,US,2565 W MAIN ST,,LITTLETON,Colorado,80120,39.613692,-105.018055,,140+,USD,$100.00,USD,$50.00,USD,$50.00,50,,,,
,groupon,,lumber-baron-murder-mystery-3,"Arts and Entertainment, Dinner Theater",42,,,,denver,39.7551,-104.988,https://s3.grouponcdn.com/images/site_images/2671/5413/RackMultipart20121022-20093-esmcm2_medium.jpg,https://s3.grouponcdn.com/images/site_images/2671/5413/RackMultipart20121022-20093-esmcm2_square.jpg,open,http://www.groupon.com/deals/lumber-baron-murder-mystery-3,52% Off VIP Admission to Murder-Mystery Dinner,,2012-10-24T06:00:00Z,,2012-11-27T05:59:59Z,TRUE,2012-10-22T11:22:34Z,lumber-baron-murder-mystery-3,Highland,US,2555 W 37th Ave.,,Denver,Colorado,80211,39.768012,-105.018788,,710+,USD,$60.00,USD,$29.00,USD,$31.00,52,,,,
